3026,IL,FRA,SCL,C8000T,5,2023-05-7T5:47:0,2,1103,0
2258,JI,AMS,GIG,D8000K,62,2023-05-10T15:27:0,-4,589,0
2597,DM,BRC,MAD,A8000N,75,2023-05-15T23:40:0,0,936,0
2172,FM,FRA,AMS,B8000K,30,2023-05-27T16:9:0,3,504,0
244,GG,WAW,SCL,B8000M,67,2023-05-19T18:1:0,0,515,0
1163,XI,FRA,AMS,M8000Z,63,2023-05-11T12:57:0,-4,1066,0
3424,GZ,FRA,PRG,K8000L,64,2023-05-26T20:47:0,5,784,0
1717,ZW,SCL,AMS,Y8000C,97,2023-05-19T4:47:0,0,888,0
3169,KI,BRC,WAW,P8000Q,40,2023-05-12T8:2:0,-4,290,0
3119,BG,MAD,PRG,A8000Q,17,2023-05-1T2:43:0,-1,971,0
2412,MN,MAD,HND,A8000W,52,2023-05-25T0:59:0,0,296,0
291,BH,BRC,HND,A8000J,71,2023-05-26T22:12:0,2,436,0
3338,IP,EZE,FRA,E8000Q,18,2023-05-4T8:29:0,4,415,0
1365,TD,GIG,AMS,Y8000O,44,2023-05-4T6:19:0,-4,306,0
140,OB,HND,SCL,Y8000G,52,2023-05-30T2:37:0,4,925,0
282,BD,EZE,WAW,A8000V,59,2023-05-18T0:47:0,3,834,0
3215,PB,SCL,BRC,Z8000D,31,2023-05-25T20:44:0,-1,564,0
954,FV,FRA,GIG,T8000I,67,2023-05-18T16:41:0,-1,714,0
1565,VM,WAW,HND,T8000Q,81,2023-05-28T16:29:0,0,856,0
1319,WU,HND,EZE,A8000F,36,2023-05-12T6:13:0,1,838,0
101,PC,SCL,WAW,V8000M,20,2023-05-23T19:35:0,1,1008,0
3495,QY,EZE,HND,Z8000C,91,2023-05-30T0:12:0,3,501,0
650,YD,HND,BRC,A8000M,82,2023-05-5T1:52:0,-2,906,0
3094,HC,WAW,AMS,Q8000C,57,2023-05-27T19:31:0,5,251,0
3332,WV,WAW,GIG,O8000P,32,2023-05-8T16:56:0,-2,302,0
2916,CL,SCL,GIG,B8000E,83,2023-05-6T14:19:0,-5,1035,0
1306,TL,PRG,GIG,W8000S,59,2023-05-19T16:48:0,0,838,0
1390,WM,GIG,SCL,Z8000O,94,2023-05-31T20:37:0,0,937,0
303,EL,GIG,SCL,N8000S,68,2023-05-11T22:17:0,-1,460,0
2508,RM,PRG,GIG,I8000T,24,2023-05-1T18:39:0,-4,774,0
877,TA,BRC,SCL,R8000C,97,2023-05-17T6:39:0,-5,736,0
3441,JU,FRA,SCL,T8000R,55,2023-05-4T17:21:0,-3,498,0
3031,WZ,GIG,AMS,H8000L,84,2023-05-19T16:20:0,2,440,0
2790,JR,SCL,BRC,J8000T,24,2023-05-24T23:38:0,-2,302,0
1815,BA,EZE,SCL,T8000G,19,2023-05-6T20:48:0,4,139,0
3037,IE,WAW,EZE,G8000P,67,2023-05-29T10:21:0,0,1142,0
952,EO,GIG,PRG,D8000M,87,2023-05-29T20:39:0,-1,722,0
2329,LO,AMS,SCL,C8000C,72,2023-05-24T2:19:0,-5,1179,0
2031,PY,AMS,WAW,X8000X,29,2023-05-31T5:7:0,0,190,0
164,JK,FRA,HND,E8000N,76,2023-05-15T15:32:0,0,774,0
3234,FC,FRA,WAW,O8000A,26,2023-05-15T14:48:0,0,215,0
1888,PW,PRG,FRA,M8000X,7,2023-05-5T7:51:0,3,1163,0
2973,ZG,MAD,FRA,B8000Q,54,2023-05-11T23:25:0,-3,862,0
1005,BE,FRA,HND,J8000L,67,2023-05-23T19:12:0,2,1019,0
2486,BR,WAW,EZE,M8000V,14,2023-05-8T14:24:0,-4,855,0
742,JM,SCL,HND,P8000Z,78,2023-05-3T12:17:0,-3,671,0
2616,HS,BRC,FRA,Y8000O,63,2023-05-24T1:31:0,1,113,0
907,HQ,BRC,FRA,Z8000P,98,2023-05-15T9:50:0,5,141,0
251,CJ,AMS,PRG,P8000A,83,2023-05-22T15:5:0,5,415,0
902,MG,HND,BRC,W8000P,89,2023-05-12T11:8:0,0,962,0
3429,BS,GIG,EZE,E8000B,58,2023-05-17T15:2:0,1,80,0
184,VF,HND,MAD,Y8000Y,56,2023-05-21T10:56:0,1,1096,0
196,NT,SCL,HND,L8000W,91,2023-05-13T3:4:0,1,315,0
1011,NR,WAW,FRA,Y8000T,10,2023-05-15T18:57:0,4,280,0
548,WW,FRA,PRG,N8000U,28,2023-05-14T23:48:0,-5,419,0
2980,TX,MAD,PRG,V8000H,53,2023-05-21T4:19:0,-2,517,0
2778,KQ,MAD,EZE,D8000W,68,2023-05-4T22:58:0,-2,136,0
1857,RS,FRA,BRC,E8000G,35,2023-05-11T5:50:0,4,343,0
1027,GY,MAD,SCL,P8000B,60,2023-05-4T16:44:0,-3,908,0
1048,UG,SCL,EZE,K8000Y,4,2023-05-4T17:47:0,1,85,0
947,EH,MAD,BRC,S8000B,98,2023-05-1T1:0:0,3,798,0
3378,YK,AMS,GIG,F8000A,38,2023-05-28T17:2:0,-4,580,0
524,FZ,SCL,PRG,B8000Z,64,2023-05-26T11:50:0,1,1073,0
1835,XF,FRA,EZE,K8000U,82,2023-05-8T10:26:0,4,654,0
485,FQ,HND,SCL,Z8000O,9,2023-05-5T21:58:0,-3,451,0
1340,CM,HND,MAD,Y8000Z,95,2023-05-29T9:32:0,0,62,0
212,XK,AMS,WAW,Q8000A,45,2023-05-8T18:44:0,1,293,0
1585,BS,WAW,GIG,L8000D,4,2023-05-30T1:48:0,-3,922,0
2998,WV,AMS,SCL,K8000X,47,2023-05-26T14:30:0,-4,905,0
938,AZ,MAD,EZE,Z8000O,1,2023-05-27T6:5:0,-2,345,0
2661,OS,MAD,AMS,D8000V,4,2023-05-22T15:37:0,5,257,0
379,CN,FRA,PRG,X8000O,43,2023-05-10T9:46:0,3,323,0
3436,AC,FRA,AMS,F8000T,24,2023-05-7T9:15:0,-3,1135,0
1880,YX,FRA,MAD,X8000C,19,2023-05-6T16:33:0,-3,666,0
483,QL,AMS,FRA,V8000C,43,2023-05-29T1:14:0,4,660,0
460,TQ,PRG,EZE,I8000Y,46,2023-05-2T11:42:0,0,984,0
2802,GW,EZE,HND,A8000F,38,2023-05-24T13:1:0,0,746,0
549,BA,AMS,FRA,R8000F,38,2023-05-2T15:6:0,5,405,0
203,UZ,SCL,FRA,I8000A,84,2023-05-9T22:5:0,-4,322,0
2923,JR,BRC,EZE,E8000J,46,2023-05-29T15:23:0,0,878,0
