2299,LR,FRA,HND,Q8000U,46,2023-05-7T10:0:0,2,438,0
144,YA,SCL,WAW,S8000S,28,2023-05-16T4:20:0,0,1000,0
1660,BU,EZE,FRA,U8000U,64,2023-05-12T13:37:0,1,655,0
1175,OG,AMS,PRG,W8000Q,87,2023-05-20T13:32:0,4,413,0
396,SC,EZE,WAW,L8000G,17,2023-05-21T12:37:0,5,483,0
3395,RJ,HND,AMS,G8000H,76,2023-05-26T21:13:0,3,485,0
105,PQ,HND,MAD,T8000T,11,2023-05-21T4:43:0,-5,834,0
2951,XG,EZE,PRG,C8000S,8,2023-05-17T7:30:0,-1,828,0
363,TD,PRG,SCL,C8000C,76,2023-05-15T8:33:0,3,546,0
2778,XT,AMS,FRA,X8000M,63,2023-05-4T2:40:0,-3,1071,0
194,BX,BRC,AMS,X8000W,37,2023-05-21T5:15:0,1,270,0
2435,NJ,PRG,HND,P8000E,61,2023-05-20T15:58:0,0,444,0
1172,XI,MAD,WAW,M8000V,55,2023-05-29T7:30:0,4,538,0
604,PR,WAW,MAD,I8000S,34,2023-05-8T9:55:0,5,803,0
2230,ZD,HND,WAW,O8000D,86,2023-05-10T23:17:0,-2,744,0
206,WH,FRA,EZE,L8000B,92,2023-05-21T1:17:0,-2,163,0
1400,CY,PRG,GIG,Z8000F,8,2023-05-16T16:39:0,5,149,0
1991,UG,BRC,SCL,X8000S,15,2023-05-14T16:33:0,1,377,0
2579,PO,PRG,EZE,A8000W,61,2023-05-31T22:52:0,-5,177,0
968,KA,WAW,PRG,T8000R,10,2023-05-18T23:19:0,3,107,0
1650,JM,FRA,HND,M8000N,19,2023-05-11T13:34:0,2,941,0
1965,CT,BRC,HND,L8000M,75,2023-05-28T18:34:0,3,1172,0
1821,VN,GIG,SCL,D8000E,8,2023-05-2T16:45:0,5,728,0
2737,IJ,MAD,WAW,H8000A,46,2023-05-21T5:28:0,4,906,0
2802,WK,SCL,AMS,T8000B,67,2023-05-5T10:25:0,5,725,0
3216,DJ,SCL,PRG,V8000N,78,2023-05-16T7:26:0,1,662,0
2642,MP,MAD,GIG,B8000D,96,2023-05-16T19:33:0,-1,905,0
3037,UM,WAW,EZE,B8000B,14,2023-05-13T5:57:0,-5,900,0
2621,RN,WAW,FRA,U8000Z,4,2023-05-17T13:56:0,-3,1023,0
2713,QA,BRC,PRG,P8000P,58,2023-05-15T19:9:0,1,511,0
2540,IH,PRG,FRA,H8000T,47,2023-05-20T0:56:0,0,262,0
1575,HA,BRC,EZE,C8000Z,97,2023-05-25T9:8:0,-5,337,0
477,IP,MAD,EZE,I8000J,40,2023-05-2T1:30:0,4,770,0
692,OE,GIG,PRG,I8000V,88,2023-05-10T18:46:0,5,1028,0
2869,JR,BRC,AMS,A8000X,24,2023-05-26T0:56:0,-1,129,0
2598,VP,FRA,PRG,S8000P,92,2023-05-7T5:13:0,-5,330,0
1197,PC,AMS,FRA,J8000C,52,2023-05-19T16:1:0,-2,277,0
2765,YK,SCL,AMS,C8000T,36,2023-05-1T11:54:0,-3,1121,0
1272,IK,SCL,WAW,D8000U,41,2023-05-30T14:36:0,3,845,0
2895,YL,BRC,EZE,G8000Q,52,2023-05-16T11:54:0,5,1041,0
2767,TG,GIG,SCL,V8000L,25,2023-05-13T3:23:0,4,245,0
532,XR,EZE,GIG,W8000Q,9,2023-05-30T15:1:0,3,677,0
647,FO,BRC,EZE,H8000W,96,2023-05-22T23:22:0,-5,753,0
782,AT,WAW,HND,Z8000X,26,2023-05-27T19:35:0,-1,230,0
3451,NC,MAD,GIG,B8000N,97,2023-05-5T12:29:0,-4,859,0
1872,PK,FRA,PRG,C8000S,92,2023-05-23T7:25:0,-3,1160,0
1614,ZB,BRC,PRG,V8000K,92,2023-05-15T0:45:0,1,1072,0
1605,LS,FRA,MAD,U8000I,69,2023-05-14T4:11:0,-4,816,0
1580,TT,EZE,GIG,E8000V,61,2023-05-28T19:17:0,-5,930,0
3337,NH,AMS,PRG,Z8000S,6,2023-05-21T12:26:0,-1,267,0
2178,VP,SCL,EZE,F8000P,10,2023-05-25T4:43:0,-5,218,0
1959,GX,WAW,SCL,P8000P,23,2023-05-30T21:4:0,4,375,0
854,RY,SCL,PRG,L8000V,11,2023-05-8T7:36:0,-5,665,0
3071,EE,EZE,HND,Q8000G,82,2023-05-12T4:59:0,2,176,0
2681,AU,FRA,WAW,J8000J,47,2023-05-7T15:40:0,2,1152,0
1193,XO,GIG,HND,U8000V,34,2023-05-30T20:42:0,-2,911,0
514,FC,WAW,SCL,V8000A,15,2023-05-21T6:47:0,-4,389,0
218,GX,BRC,AMS,B8000B,47,2023-05-5T4:24:0,-3,528,0
3481,VS,BRC,AMS,V8000D,70,2023-05-21T5:53:0,3,1111,0
1450,ZV,SCL,BRC,A8000A,64,2023-05-1T21:18:0,3,1013,0
1521,WS,HND,WAW,T8000I,69,2023-05-27T22:17:0,3,1176,0
176,OQ,WAW,EZE,A8000A,3,2023-05-14T16:3:0,-3,62,0
862,XB,GIG,MAD,P8000H,44,2023-05-21T16:47:0,-5,466,0
640,SG,WAW,SCL,O8000S,88,2023-05-30T15:24:0,-1,617,0
124,RO,FRA,SCL,P8000U,87,2023-05-12T8:27:0,-5,974,0
3248,OK,MAD,SCL,Y8000X,15,2023-05-23T12:3:0,0,223,0
3375,JO,WAW,SCL,E8000M,33,2023-05-9T22:20:0,-1,1027,0
1837,QO,SCL,PRG,X8000W,25,2023-05-9T13:29:0,-3,525,0
3438,GK,FRA,AMS,R8000C,37,2023-05-14T10:49:0,4,424,0
334,YR,FRA,AMS,O8000Z,69,2023-05-29T13:28:0,5,756,0
2808,SG,EZE,AMS,S8000D,33,2023-05-21T17:10:0,4,1039,0
1752,VN,BRC,HND,U8000D,23,2023-05-17T9:6:0,-4,119,0
1983,QB,WAW,PRG,F8000X,80,2023-05-25T8:2:0,4,829,0
1408,SO,HND,AMS,R8000U,87,2023-05-19T7:5:0,5,328,0
569,MC,SCL,BRC,O8000L,26,2023-05-10T8:43:0,0,592,0
2278,QI,SCL,GIG,V8000I,86,2023-05-11T16:42:0,4,571,0
3321,TV,EZE,PRG,R8000K,76,2023-05-20T3:43:0,0,543,0
2754,YK,GIG,WAW,X8000V,29,2023-05-12T12:30:0,-5,545,0
394,CV,SCL,FRA,H8000B,52,2023-05-4T2:2:0,-1,735,0
1656,WZ,PRG,SCL,H8000J,35,2023-05-9T4:12:0,5,523,0
3333,IL,GIG,SCL,F8000N,33,2023-05-9T12:34:0,4,1055,0
2618,UG,SCL,WAW,P8000B,14,2023-05-12T18:38:0,-4,144,0
296,KH,HND,PRG,L8000B,70,2023-05-3T18:44:0,0,149,0
2794,JH,PRG,AMS,R8000N,51,2023-05-23T17:2:0,-5,182,0
3065,HL,PRG,MAD,O8000P,9,2023-05-3T9:56:0,-2,158,0
802,XW,AMS,FRA,G8000B,8,2023-05-14T13:37:0,-1,757,0
111,KT,EZE,AMS,W8000A,59,2023-05-10T14:30:0,5,853,0
2382,PU,GIG,FRA,L8000P,45,2023-05-27T12:2:0,-5,818,0
319,HR,FRA,WAW,O8000D,16,2023-05-12T9:32:0,-2,487,0
1952,MQ,PRG,WAW,S8000W,6,2023-05-14T11:30:0,0,524,0
1253,ZJ,GIG,EZE,J8000V,52,2023-05-1T19:10:0,-2,949,0
2358,VK,SCL,BRC,J8000A,66,2023-05-18T16:34:0,5,838,0
2056,RX,AMS,WAW,A8000Z,96,2023-05-12T6:32:0,-3,64,0
605,KJ,PRG,BRC,C8000I,83,2023-05-15T16:56:0,-4,1141,0
538,XX,AMS,FRA,S8000T,16,2023-05-1T4:40:0,3,1178,0
1107,WM,SCL,BRC,N8000E,64,2023-05-12T23:56:0,-5,1186,0
