506,FU,EZE,MAD,C8000K,60,2023-05-3T7:16:0,-3,82,0
1155,MI,GIG,FRA,B8000F,23,2023-05-16T17:45:0,4,1104,0
1050,BB,WAW,HND,I8000I,30,2023-05-3T10:6:0,-4,1052,0
363,XN,HND,WAW,L8000R,43,2023-05-21T10:26:0,-5,270,0
1900,ZI,PRG,EZE,A8000Q,10,2023-05-30T22:38:0,-3,933,0
1072,NU,HND,SCL,K8000E,63,2023-05-25T14:20:0,-1,1145,0
2900,XM,HND,FRA,T8000E,30,2023-05-4T7:43:0,-5,908,0
1790,AM,PRG,WAW,M8000S,98,2023-05-20T6:22:0,-1,410,0
2364,CO,MAD,WAW,I8000Z,30,2023-05-17T11:19:0,-3,640,0
1777,NR,HND,EZE,Z8000X,88,2023-05-16T7:52:0,0,1137,0
1093,DM,PRG,MAD,M8000Y,95,2023-05-2T0:9:0,-3,578,0
1027,FA,EZE,GIG,N8000C,88,2023-05-7T3:41:0,4,193,0
1671,FY,EZE,GIG,W8000S,7,2023-05-9T19:23:0,-1,1200,0
1502,WX,FRA,WAW,T8000M,58,2023-05-21T21:12:0,3,442,0
1805,OR,GIG,BRC,T8000D,95,2023-05-5T21:0:0,3,556,0
401,UM,WAW,HND,P8000N,54,2023-05-4T19:51:0,0,1004,0
2236,RQ,FRA,BRC,O8000N,99,2023-05-9T1:48:0,-2,634,0
3373,WX,MAD,PRG,O8000Z,80,2023-05-18T9:58:0,1,850,0
3130,ZA,HND,MAD,B8000C,2,2023-05-9T15:10:0,-5,183,0
1233,WM,FRA,GIG,T8000W,12,2023-05-18T20:46:0,5,528,0
282,IR,EZE,PRG,W8000A,68,2023-05-19T12:45:0,5,1041,0
825,UB,SCL,WAW,C8000D,98,2023-05-3T5:28:0,4,138,0
1702,BW,EZE,BRC,L8000T,74,2023-05-14T16:51:0,4,319,0
2668,LC,WAW,MAD,P8000F,60,2023-05-3T4:3:0,-4,650,0
1106,PZ,GIG,AMS,A8000N,32,2023-05-18T21:39:0,-3,398,0
2791,CM,GIG,EZE,J8000K,68,2023-05-8T4:32:0,5,678,0
